Index,M00,M01,M02,M03,M10,M11,M12,M13,M20,M21,M22,M23,M30,M31,M32,M33
478,0.0,-0.905626654624939,0.4240759611129761,-0.013943001627922058,-0.8805079460144043,-0.2010253220796585,-0.42929553985595703,0.02470099739730358,0.4740314781665802,-0.3734022378921509,-0.7974115014076233,0.08989299833774567,0.0,0.0,0.0,1.0
