Index,M00,M01,M02,M03,M10,M11,M12,M13,M20,M21,M22,M23,M30,M31,M32,M33
355,0.0,-0.9863256812095642,0.16480807960033417,-0.002922001061961055,-0.9939622282981873,0.018083231523633003,0.10822257399559021,0.0010789984371513128,-0.10972296446561813,-0.1638130098581314,-0.9803704619407654,0.0999469980597496,0.0,0.0,0.0,1.0
387,0.0,-0.991865873336792,0.12728717923164368,-0.003703000256791711,-0.9445012807846069,0.04181482642889023,0.3258356750011444,-0.00911400094628334,-0.32850778102874756,-0.12022288888692856,-0.9368186593055725,0.0969339907169342,0.0,0.0,0.0,1.0
